work	abi	이름	Lv	갈래	핸들러	호출VA	생성자	종류	Obs	모션	자리	x	y	z	붙일곳	단계	지연	수명	그림	영상	영상인자
549	35	소울 스트라이크	18	핸들러	0x100ad240	0x100ad6b5	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	esp+0x14	-	-	-
549	35	소울 스트라이크	18	핸들러	0x100ad240	0x100ad72a	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	&esp+0x14+0x1	-	-	-
549	35	소울 스트라이크	18	핸들러	0x100ad240	0x100ad82d	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
549	35	소울 스트라이크	18	핸들러	0x100ad240	0x100ad89e	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40+10	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
550	35	소울 스트라이크	17	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
550	35	소울 스트라이크	17	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad2c0	0x100c1fa0	sound	1346	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad3b6	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	700:6	-	-
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad42f	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40-10	나+0x86+20	esp+0x28	맵	0	0	&esp+0x14+0x1	700:6	-	-
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad53f	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad5b0	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad6b5	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	esp+0x14	-	-	-
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad72a	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	&esp+0x14+0x1	-	-	-
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad82d	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
550	35	소울 스트라이크	17	핸들러	0x100ad240	0x100ad89e	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40+10	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
551	35	소울 스트라이크	16	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
551	35	소울 스트라이크	16	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad2c0	0x100c1fa0	sound	1346	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad3b6	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	700:6	-	-
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad42f	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40-10	나+0x86+20	esp+0x28	맵	0	0	&esp+0x14+0x1	700:6	-	-
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad53f	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad5b0	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad6b5	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	esp+0x14	-	-	-
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad72a	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	&esp+0x14+0x1	-	-	-
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad82d	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
551	35	소울 스트라이크	16	핸들러	0x100ad240	0x100ad89e	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40+10	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
552	35	소울 스트라이크	15	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
552	35	소울 스트라이크	15	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad2c0	0x100c1fa0	sound	1346	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad3b6	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	700:6	-	-
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad42f	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40-10	나+0x86+20	esp+0x28	맵	0	0	&esp+0x14+0x1	700:6	-	-
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad53f	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad5b0	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad6b5	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	esp+0x14	-	-	-
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad72a	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	&esp+0x14+0x1	-	-	-
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad82d	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
552	35	소울 스트라이크	15	핸들러	0x100ad240	0x100ad89e	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40+10	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
553	35	소울 스트라이크	14	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
553	35	소울 스트라이크	14	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad2c0	0x100c1fa0	sound	1346	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad3b6	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	700:6	-	-
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad42f	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40-10	나+0x86+20	esp+0x28	맵	0	0	&esp+0x14+0x1	700:6	-	-
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad53f	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad5b0	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad6b5	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	esp+0x14	-	-	-
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad72a	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	&esp+0x14+0x1	-	-	-
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad82d	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
553	35	소울 스트라이크	14	핸들러	0x100ad240	0x100ad89e	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40+10	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
554	35	소울 스트라이크	13	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
554	35	소울 스트라이크	13	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad2c0	0x100c1fa0	sound	1346	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad3b6	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	700:6	-	-
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad42f	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40-10	나+0x86+20	esp+0x28	맵	0	0	&esp+0x14+0x1	700:6	-	-
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad53f	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad5b0	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad6b5	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	esp+0x14	-	-	-
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad72a	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	&esp+0x14+0x1	-	-	-
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad82d	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
554	35	소울 스트라이크	13	핸들러	0x100ad240	0x100ad89e	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40+10	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
555	35	소울 스트라이크	12	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
555	35	소울 스트라이크	12	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad2c0	0x100c1fa0	sound	1346	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad3b6	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	700:6	-	-
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad42f	0x100c1fa0	obs	700	6	cell	나+0x84+20+-40-10	나+0x86+20	esp+0x28	맵	0	0	&esp+0x14+0x1	700:6	-	-
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad53f	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad5b0	0x100c1fa0	obs?	700	esp+0x1c	cell	&esp+0x28+0x28	나+0x86+20	esp+0x28	맵	0	0	esp+0x14	-	-	-
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad6b5	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	esp+0x14	-	-	-
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad72a	0x100c1fa0	obs?	700	esp+0x20	cell	esp+0x34	&나+0x86+20+0x-28	esp+0x28	맵	0	0	&esp+0x14+0x1	-	-	-
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad82d	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
555	35	소울 스트라이크	12	핸들러	0x100ad240	0x100ad89e	0x100c1fa0	obs	700	2	cell	esp+0x34	나+0x86+20+40+10	esp+0x28	맵	0	0	esp+0x14	700:2	-	-
556	36	마인드 어택	11	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
556	36	마인드 어택	11	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
556	36	마인드 어택	11	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
556	36	마인드 어택	11	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
556	36	마인드 어택	11	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
556	36	마인드 어택	11	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
557	36	마인드 어택	10	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
557	36	마인드 어택	10	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
557	36	마인드 어택	10	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
557	36	마인드 어택	10	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
557	36	마인드 어택	10	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
557	36	마인드 어택	10	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
558	36	마인드 어택	9	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
558	36	마인드 어택	9	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
558	36	마인드 어택	9	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
558	36	마인드 어택	9	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
558	36	마인드 어택	9	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
558	36	마인드 어택	9	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
559	36	마인드 어택	8	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
559	36	마인드 어택	8	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
559	36	마인드 어택	8	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
559	36	마인드 어택	8	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
559	36	마인드 어택	8	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
559	36	마인드 어택	8	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
560	36	마인드 어택	7	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
560	36	마인드 어택	7	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
560	36	마인드 어택	7	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
560	36	마인드 어택	7	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
560	36	마인드 어택	7	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
560	36	마인드 어택	7	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
561	36	마인드 어택	6	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
561	36	마인드 어택	6	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
561	36	마인드 어택	6	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
561	36	마인드 어택	6	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
561	36	마인드 어택	6	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
561	36	마인드 어택	6	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
562	36	마인드 어택	5	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
562	36	마인드 어택	5	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
562	36	마인드 어택	5	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
562	36	마인드 어택	5	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
562	36	마인드 어택	5	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
562	36	마인드 어택	5	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
563	36	마인드 어택	4	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
563	36	마인드 어택	4	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
563	36	마인드 어택	4	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
563	36	마인드 어택	4	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
563	36	마인드 어택	4	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
563	36	마인드 어택	4	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
564	36	마인드 어택	3	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
564	36	마인드 어택	3	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
564	36	마인드 어택	3	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
564	36	마인드 어택	3	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
564	36	마인드 어택	3	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
564	36	마인드 어택	3	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
565	36	마인드 어택	2	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
565	36	마인드 어택	2	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
565	36	마인드 어택	2	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
565	36	마인드 어택	2	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
565	36	마인드 어택	2	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
565	36	마인드 어택	2	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
566	36	마인드 어택	20	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
566	36	마인드 어택	20	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
566	36	마인드 어택	20	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
566	36	마인드 어택	20	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
566	36	마인드 어택	20	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
566	36	마인드 어택	20	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
567	36	마인드 어택	19	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
567	36	마인드 어택	19	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
567	36	마인드 어택	19	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
567	36	마인드 어택	19	핸들러	0x100b0c60	0x100b0d41	0x100c1fa0	obs	450	0	target	0	0	50	나.대상	0	0	-	450:0	-	-
567	36	마인드 어택	19	핸들러	0x100b0c60	0x100b0da9	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
567	36	마인드 어택	19	핸들러	0x100b0c60	0x100b0e36	0x100c6d70	body:target	나.대상.애니+0x8+0x0	나.대상.애니+0xe	target	나.대상.x	나.대상.y	나.대상.z	맵	0	40	-	-	-	-
568	36	마인드 어택	18	준비	0x1007def0	0x1007dffc	0x100c1fa0	sound	1338	1	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
568	36	마인드 어택	18	준비	0x1007def0	0x1007e055	0x100d0770	mov	-	-	self	0	0	0	나	0	-	-	-	Mov\0041.mov	17,0,0,4294967168,4294967056,0
568	36	마인드 어택	18	핸들러	0x100b0c60	0x100b0ce2	0x100c1fa0	sound	1337	0	self	나.x	나.y	나.z	맵	0	0	-	-	-	-
